"WW American Amber Ale"
"WW American Lager"
"WW American Pale Ale"
"WW Belgian Pale Ale"
"WW Blonde Ale"
"WW Bohemian Pilsner"
"WW Dry Stout"
"WW Dutch Pilsner"
"WW English Brown Ale"
"WW English Pale Ale"
"WW Irish Red Ale"
"WW Premium Lager"
"WW Summer Ale"
"WW Wheat Beer"
"WW Dry Apple Cider"
"Other"
